TEAM_ABBREVIATION,PLAYER_NAME,START_POSITION,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
MIN,Anthony Edwards,F,63,471.0,1086.0,0.4337,178.0,522.0,0.341,190.0,243.0,0.7819,0.52,0.86,3.7,4.56,3.63,1.52,0.7,2.73,2.29,20.79,172.0
MIN,Jaden McDaniels,F,70,253.0,553.0,0.4575,79.0,252.0,0.3135,54.0,68.0,0.7941,0.53,1.14,3.09,4.23,1.13,0.8,0.73,1.1,3.29,9.13,-4.0
MIN,Karl-Anthony Towns,C,66,555.0,1052.0,0.5276,126.0,322.0,0.3913,328.0,401.0,0.818,0.59,2.61,7.02,9.62,3.79,0.97,1.15,3.0,3.48,23.7,257.0
MIN,Malik Beasley,G,72,315.0,806.0,0.3908,220.0,593.0,0.371,38.0,49.0,0.7755,0.53,0.35,2.57,2.92,1.43,0.53,0.15,0.58,1.21,12.33,74.0
MIN,D'Angelo Russell,G,57,362.0,869.0,0.4166,164.0,465.0,0.3527,175.0,210.0,0.8333,0.51,0.39,3.05,3.44,7.14,0.93,0.39,2.58,2.07,18.65,246.0
MIN,Naz Reid,C,70,217.0,444.0,0.4887,50.0,150.0,0.3333,107.0,141.0,0.7589,0.55,1.34,2.7,4.04,0.97,0.53,0.99,1.1,2.17,8.44,-31.0
MIN,Jordan McLaughlin,G,52,64.0,164.0,0.3902,16.0,64.0,0.25,26.0,35.0,0.7429,0.44,0.29,1.19,1.48,2.85,0.94,0.12,0.54,0.73,3.27,45.0
MIN,Jaylen Nowell,G,54,167.0,353.0,0.4731,50.0,133.0,0.3759,55.0,70.0,0.7857,0.54,0.39,1.67,2.06,2.2,0.52,0.15,0.48,1.13,8.13,76.0
MIN,Taurean Prince,F,61,145.0,322.0,0.4503,73.0,192.0,0.3802,44.0,59.0,0.7458,0.56,0.33,2.07,2.39,0.92,0.69,0.3,0.8,1.41,6.67,36.0
MIN,Josh Okogie,F,41,38.0,96.0,0.3958,14.0,46.0,0.3043,33.0,48.0,0.6875,0.47,0.66,1.05,1.71,0.51,0.61,0.32,0.51,1.2,3.0,47.0
MIA,Duncan Robinson,F,71,269.0,671.0,0.4009,211.0,571.0,0.3695,45.0,55.0,0.8182,0.56,0.31,2.35,2.66,1.68,0.51,0.21,0.92,2.59,11.18,86.0
MIA,P.J. Tucker,F,65,194.0,400.0,0.485,81.0,188.0,0.4309,40.0,56.0,0.7143,0.59,1.49,3.83,5.32,2.06,0.8,0.22,0.97,2.4,7.83,202.0
MIA,Bam Adebayo,C,48,348.0,638.0,0.5455,0.0,5.0,0.0,206.0,276.0,0.7464,0.55,2.42,7.58,10.0,3.33,1.48,0.85,2.77,3.08,18.79,232.0
MIA,Gabe Vincent,G,64,208.0,496.0,0.4194,114.0,312.0,0.3654,45.0,56.0,0.8036,0.53,0.34,1.5,1.84,3.36,0.94,0.2,1.5,2.28,8.98,68.0
MIA,Kyle Lowry,G,56,225.0,545.0,0.4128,113.0,325.0,0.3477,127.0,151.0,0.8411,0.52,0.57,3.98,4.55,7.75,1.18,0.3,2.88,2.73,12.32,219.0
MIA,Tyler Herro,G,61,471.0,1054.0,0.4469,162.0,410.0,0.3951,178.0,204.0,0.8725,0.52,0.48,4.28,4.75,3.79,0.7,0.15,2.62,1.36,21.02,242.0
MIA,Max Strus,F,62,232.0,525.0,0.4419,167.0,404.0,0.4134,43.0,55.0,0.7818,0.6,0.44,2.74,3.18,1.29,0.39,0.21,0.77,1.71,10.87,118.0
MIA,Markieff Morris,F,16,50.0,111.0,0.4505,9.0,33.0,0.2727,12.0,15.0,0.8,0.49,1.31,2.19,3.5,1.31,0.38,0.19,1.31,1.81,7.56,73.0
MIA,Dewayne Dedmon,C,63,150.0,269.0,0.5576,16.0,38.0,0.4211,69.0,88.0,0.7841,0.59,1.62,4.24,5.86,0.71,0.35,0.63,1.08,2.57,6.11,98.0
MIA,Haywood Highsmith,,13,9.0,26.0,0.3462,7.0,17.0,0.4118,2.0,4.0,0.5,0.48,0.54,0.77,1.31,0.08,0.08,0.15,0.15,0.69,2.08,-39.0
CLE,Dean Wade,F,55,106.0,231.0,0.4589,55.0,152.0,0.3618,25.0,39.0,0.641,0.58,0.67,2.35,3.02,1.09,0.6,0.15,0.36,1.65,5.31,52.0
CLE,Kevin Love,F,64,267.0,629.0,0.4245,150.0,384.0,0.3906,160.0,187.0,0.8556,0.54,1.02,5.84,6.86,2.11,0.31,0.23,1.23,1.23,13.19,125.0
CLE,Evan Mobley,C,64,373.0,750.0,0.4973,22.0,85.0,0.2588,152.0,225.0,0.6756,0.51,1.94,6.3,8.23,2.5,0.84,1.66,1.91,2.2,14.38,93.0
CLE,Isaac Okoro,G,57,173.0,376.0,0.4601,43.0,137.0,0.3139,101.0,132.0,0.7652,0.52,1.09,1.91,3.0,1.72,0.84,0.3,1.04,2.53,8.6,49.0
CLE,Darius Garland,G,57,432.0,919.0,0.4701,142.0,378.0,0.3757,148.0,164.0,0.9024,0.55,0.51,2.75,3.26,7.95,1.23,0.11,3.96,1.75,20.25,249.0
CLE,Lamar Stevens,G,52,104.0,227.0,0.4581,13.0,50.0,0.26,32.0,51.0,0.6275,0.49,0.65,1.69,2.35,0.6,0.4,0.27,0.62,1.44,4.87,-4.0
CLE,Cedi Osman,G,59,228.0,533.0,0.4278,120.0,333.0,0.3604,74.0,114.0,0.6491,0.54,0.34,1.83,2.17,2.07,0.86,0.14,1.07,1.95,11.02,-32.0
LAL/CLE,Rajon Rondo,G,41,70.0,179.0,0.3911,30.0,86.0,0.3488,19.0,26.0,0.7308,0.47,0.37,2.71,3.07,4.05,0.68,0.15,1.9,1.34,4.61,-160.0
CLE,Ed Davis,C,24,11.0,16.0,0.6875,0.0,0.0,,6.0,14.0,0.4286,0.69,0.5,1.96,2.46,0.21,0.12,0.33,0.21,1.29,1.17,-5.0
CLE,Brandon Goodwin,G,24,51.0,127.0,0.4016,16.0,48.0,0.3333,13.0,21.0,0.619,0.46,0.5,1.88,2.38,3.42,0.88,0.0,1.08,1.33,5.46,31.0
CHI,Javonte Green,F,54,151.0,277.0,0.5451,31.0,81.0,0.3827,71.0,84.0,0.8452,0.6,1.54,2.76,4.3,0.96,1.02,0.61,0.48,2.09,7.48,88.0
CHI,DeMar DeRozan,F,67,672.0,1339.0,0.5019,43.0,124.0,0.3468,448.0,515.0,0.8699,0.52,0.81,4.54,5.34,4.97,0.9,0.33,2.36,2.13,27.39,258.0
CHI,Nikola Vucevic,C,63,477.0,1004.0,0.4751,86.0,292.0,0.2945,82.0,106.0,0.7736,0.52,1.97,9.37,11.33,3.38,1.08,1.05,1.94,2.59,17.81,168.0
CHI,Coby White,G,47,228.0,510.0,0.4471,110.0,274.0,0.4015,67.0,79.0,0.8481,0.55,0.34,2.85,3.19,3.02,0.47,0.23,1.13,2.19,13.47,20.0
CHI,Ayo Dosunmu,G,66,225.0,425.0,0.5294,59.0,146.0,0.4041,46.0,68.0,0.6765,0.6,0.32,2.42,2.74,3.08,0.8,0.44,1.32,2.27,8.41,-36.0
CHI,Alex Caruso,G,33,94.0,214.0,0.4393,35.0,99.0,0.3535,59.0,71.0,0.831,0.52,0.76,2.97,3.73,4.09,1.94,0.39,1.36,2.52,8.55,203.0
CHI,Troy Brown Jr.,F,60,101.0,251.0,0.4024,44.0,130.0,0.3385,19.0,25.0,0.76,0.49,0.63,2.48,3.12,1.05,0.53,0.07,0.43,0.98,4.42,-64.0
CHI,Derrick Jones Jr.,F,44,97.0,174.0,0.5575,16.0,48.0,0.3333,47.0,59.0,0.7966,0.6,1.18,2.18,3.36,0.55,0.43,0.66,0.5,2.27,5.84,81.0
SAC/IND/CHI,Tristan Thompson,C,45,116.0,227.0,0.511,1.0,1.0,1.0,54.0,100.0,0.54,0.51,2.2,3.11,5.31,0.56,0.4,0.36,0.89,1.8,6.38,-35.0
SAC/IND,Buddy Hield,F,70,369.0,929.0,0.3972,230.0,636.0,0.3616,93.0,106.0,0.8774,0.52,0.74,3.57,4.31,2.61,0.83,0.27,1.7,2.14,15.16,-36.0
IND,Oshae Brissett,F,59,150.0,382.0,0.3927,59.0,178.0,0.3315,82.0,125.0,0.656,0.47,1.44,3.37,4.81,0.81,0.59,0.47,0.68,1.51,7.47,-190.0
IND,Isaiah Jackson,C,32,96.0,162.0,0.5926,5.0,17.0,0.2941,42.0,66.0,0.6364,0.61,1.53,2.19,3.72,0.31,0.59,1.28,0.94,2.41,7.47,-36.0
IND,Chris Duarte,G,58,288.0,664.0,0.4337,99.0,272.0,0.364,95.0,119.0,0.7983,0.51,0.76,3.31,4.07,2.16,1.02,0.21,1.66,1.72,13.28,-35.0
SAC/IND,Tyrese Haliburton,G,66,358.0,770.0,0.4649,141.0,339.0,0.4159,123.0,148.0,0.8311,0.56,0.71,3.39,4.11,7.67,1.77,0.64,2.53,1.42,14.85,-270.0
IND,Keifer Sykes,G,26,54.0,157.0,0.3439,22.0,76.0,0.2895,17.0,19.0,0.8947,0.41,0.31,1.35,1.65,2.08,0.35,0.15,1.12,1.65,5.65,-54.0
IND,Goga Bitadze,C,46,95.0,201.0,0.4726,21.0,77.0,0.2727,44.0,70.0,0.6286,0.52,1.3,1.8,3.11,0.8,0.33,0.83,0.83,1.91,5.54,-10.0
PHX/IND,Jalen Smith,F,45,134.0,275.0,0.4873,28.0,95.0,0.2947,70.0,88.0,0.7955,0.54,2.02,3.91,5.93,0.42,0.27,0.71,0.87,1.73,8.13,88.0
IND,Duane Washington Jr.,G,40,129.0,325.0,0.3969,57.0,161.0,0.354,31.0,43.0,0.7209,0.48,0.07,1.5,1.57,1.75,0.45,0.05,1.05,1.27,8.65,-123.0
BOS/SAS,Josh Richardson,F,55,181.0,423.0,0.4279,74.0,189.0,0.3915,73.0,85.0,0.8588,0.52,0.64,2.15,2.78,1.64,0.73,0.55,0.85,1.82,9.25,70.0
SAS,Doug McDermott,F,56,232.0,505.0,0.4594,117.0,277.0,0.4224,45.0,56.0,0.8036,0.58,0.39,1.86,2.25,1.3,0.23,0.12,0.82,1.64,11.18,2.0
SAS,Zach Collins,C,14,29.0,59.0,0.4915,7.0,16.0,0.4375,19.0,23.0,0.8261,0.55,1.86,3.07,4.93,1.79,0.43,0.57,1.57,2.36,6.0,1.0
SAS,Devin Vassell,G,64,285.0,663.0,0.4299,110.0,319.0,0.3448,61.0,74.0,0.8243,0.51,0.67,3.78,4.45,1.7,0.97,0.64,0.89,2.08,11.58,73.0
SAS,Tre Jones,G,55,118.0,239.0,0.4937,3.0,27.0,0.1111,48.0,62.0,0.7742,0.5,0.4,1.67,2.07,2.89,0.55,0.05,0.64,1.02,5.22,-54.0
SAS,Keita Bates-Diop,F,54,115.0,231.0,0.4978,19.0,55.0,0.3455,34.0,50.0,0.68,0.54,0.94,2.98,3.93,0.65,0.54,0.28,0.67,1.06,5.24,-6.0
SAS,Jock Landale,C,45,91.0,176.0,0.517,24.0,76.0,0.3158,28.0,34.0,0.8235,0.59,1.11,1.33,2.44,0.98,0.22,0.29,0.76,1.07,5.2,7.0
SAS,Joshua Primo,F,41,74.0,189.0,0.3915,34.0,103.0,0.3301,25.0,34.0,0.7353,0.48,0.68,1.34,2.02,1.44,0.29,0.44,0.98,1.37,5.05,-63.0
SAS,Lonnie Walker IV,G,67,294.0,731.0,0.4022,101.0,331.0,0.3051,101.0,132.0,0.7652,0.47,0.25,2.27,2.52,2.19,0.61,0.28,1.03,1.48,11.79,-63.0
MIL,Khris Middleton,F,58,401.0,885.0,0.4531,140.0,370.0,0.3784,231.0,259.0,0.8919,0.53,0.66,4.62,5.28,5.28,1.1,0.24,2.81,2.45,20.22,302.0
MIL,Giannis Antetokounmpo,F,60,598.0,1081.0,0.5532,70.0,222.0,0.3153,481.0,671.0,0.7168,0.59,1.95,9.37,11.32,5.87,1.07,1.32,3.15,3.08,29.12,353.0
MIL,Bobby Portis,C,59,356.0,736.0,0.4837,121.0,294.0,0.4116,80.0,107.0,0.7477,0.57,2.54,6.64,9.19,1.22,0.78,0.8,1.36,2.56,15.47,276.0
MIL,Grayson Allen,G,60,235.0,544.0,0.432,150.0,375.0,0.4,56.0,65.0,0.8615,0.57,0.47,2.95,3.42,1.53,0.73,0.28,0.53,1.43,11.27,215.0
MIL,Jrue Holiday,G,58,409.0,809.0,0.5056,110.0,264.0,0.4167,112.0,146.0,0.7671,0.57,1.09,3.52,4.6,6.67,1.52,0.47,2.67,1.97,17.93,360.0
BKN/MIL,Jevon Carter,G,58,88.0,242.0,0.3636,66.0,169.0,0.3905,11.0,14.0,0.7857,0.5,0.22,1.26,1.48,1.12,0.34,0.22,0.6,1.12,4.36,-4.0
MIL,Wesley Matthews,F,37,61.0,165.0,0.3697,36.0,118.0,0.3051,12.0,16.0,0.75,0.48,0.51,1.35,1.86,0.68,0.41,0.14,0.38,1.84,4.59,123.0
LAC/MIL,Serge Ibaka,F,46,126.0,253.0,0.498,32.0,83.0,0.3855,27.0,39.0,0.6923,0.56,1.2,3.48,4.67,0.89,0.22,0.7,0.87,1.76,6.76,-62.0
MIL,Jordan Nwora,G,59,198.0,479.0,0.4134,85.0,237.0,0.3586,26.0,32.0,0.8125,0.5,0.56,3.17,3.73,1.12,0.51,0.24,1.0,1.19,8.59,-33.0
BKN/MIL,DeAndre' Bembry,F,59,130.0,233.0,0.5579,15.0,40.0,0.375,28.0,47.0,0.5957,0.59,0.76,2.2,2.97,1.19,0.92,0.44,0.59,1.98,5.14,-31.0
MIL,Sandro Mamukelashvili,F,41,58.0,126.0,0.4603,21.0,53.0,0.3962,18.0,26.0,0.6923,0.54,1.02,1.37,2.39,0.54,0.2,0.22,0.44,0.76,3.78,-141.0
MIL,Thanasis Antetokounmpo,C,45,56.0,115.0,0.487,1.0,13.0,0.0769,22.0,35.0,0.6286,0.49,0.96,1.33,2.29,0.71,0.38,0.29,0.51,1.67,3.0,-118.0
GSW,Jordan Poole,F,67,398.0,869.0,0.458,171.0,476.0,0.3592,189.0,205.0,0.922,0.56,0.43,2.75,3.18,3.57,0.84,0.28,2.25,2.51,17.25,363.0
GSW,Andrew Wiggins,F,66,420.0,903.0,0.4651,141.0,360.0,0.3917,126.0,200.0,0.63,0.54,1.09,3.29,4.38,2.3,1.06,0.76,1.47,2.06,16.77,294.0
GSW,Kevon Looney,C,73,189.0,335.0,0.5642,0.0,1.0,0.0,70.0,118.0,0.5932,0.56,2.59,4.84,7.42,2.0,0.68,0.7,0.89,2.7,6.14,225.0
GSW,Klay Thompson,G,22,145.0,345.0,0.4203,65.0,174.0,0.3736,35.0,38.0,0.9211,0.51,0.45,3.55,4.0,2.95,0.59,0.73,1.36,1.5,17.73,100.0
GSW,Stephen Curry,G,66,552.0,1263.0,0.4371,294.0,774.0,0.3798,280.0,306.0,0.915,0.55,0.52,4.73,5.24,6.15,1.42,0.35,3.2,1.97,25.42,526.0
GSW,Jonathan Kuminga,F,58,187.0,367.0,0.5095,41.0,125.0,0.328,101.0,146.0,0.6918,0.57,0.74,2.4,3.14,0.78,0.41,0.28,1.03,1.98,8.9,15.0
GSW,Moses Moody,F,48,76.0,179.0,0.4246,38.0,107.0,0.3551,28.0,36.0,0.7778,0.53,0.42,1.33,1.75,0.5,0.21,0.15,0.29,0.77,4.54,-43.0
GSW,Nemanja Bjelica,,65,148.0,330.0,0.4485,51.0,147.0,0.3469,51.0,72.0,0.7083,0.53,0.88,3.02,3.89,2.11,0.58,0.37,1.06,1.71,6.12,113.0
GSW,Juan Toscano-Anderson,F,70,110.0,239.0,0.4603,28.0,98.0,0.2857,40.0,72.0,0.5556,0.52,0.43,2.17,2.6,1.94,0.7,0.24,1.03,1.63,4.11,61.0
GSW,Damion Lee,F,58,166.0,361.0,0.4598,61.0,177.0,0.3446,55.0,64.0,0.8594,0.54,0.43,2.69,3.12,0.97,0.66,0.09,0.59,1.43,7.72,101.0
GSW,Chris Chiozza,G,34,27.0,88.0,0.3068,20.0,57.0,0.3509,5.0,6.0,0.8333,0.42,0.35,0.94,1.29,1.94,0.38,0.0,0.85,0.88,2.32,-13.0
GSW,Quinndary Weatherspoon,,9,11.0,17.0,0.6471,1.0,3.0,0.3333,4.0,4.0,1.0,0.68,0.11,0.89,1.0,0.33,0.11,0.11,0.33,1.44,3.0,-4.0
TOR,Gary Trent Jr.,F,62,390.0,950.0,0.4105,180.0,486.0,0.3704,139.0,167.0,0.8323,0.51,0.34,2.4,2.74,1.92,1.82,0.24,1.05,2.05,17.73,102.0
TOR,Pascal Siakam,F,54,450.0,932.0,0.4828,58.0,168.0,0.3452,218.0,293.0,0.744,0.51,1.96,6.33,8.3,5.11,1.26,0.65,2.65,3.48,21.78,169.0
TOR,Precious Achiuwa,C,63,222.0,507.0,0.4379,36.0,100.0,0.36,70.0,118.0,0.5932,0.47,2.14,4.78,6.92,1.03,0.63,0.56,1.17,2.08,8.73,22.0
TOR,Scottie Barnes,G,64,382.0,782.0,0.4885,47.0,159.0,0.2956,134.0,183.0,0.7322,0.52,2.53,4.86,7.39,3.52,1.17,0.84,1.89,2.67,14.77,-8.0
HOU/TOR,Armoni Brooks,G,48,97.0,275.0,0.3527,74.0,237.0,0.3122,19.0,23.0,0.8261,0.49,0.31,1.52,1.83,1.12,0.5,0.19,0.54,1.31,5.98,-84.0
SAS/TOR,Thaddeus Young,C,40,107.0,203.0,0.5271,8.0,21.0,0.381,15.0,35.0,0.4286,0.55,1.62,2.35,3.98,2.08,0.97,0.25,1.18,1.52,5.92,-78.0
TOR,Chris Boucher,F,65,209.0,441.0,0.4739,49.0,173.0,0.2832,122.0,158.0,0.7722,0.53,2.17,3.78,5.95,0.31,0.63,1.0,0.55,2.17,9.06,156.0
TOR,Dalano Banton,G,62,91.0,221.0,0.4118,14.0,57.0,0.2456,24.0,41.0,0.5854,0.44,0.63,1.42,2.05,1.74,0.45,0.23,1.0,1.1,3.55,84.0
TOR,Khem Birch,C,43,77.0,163.0,0.4724,1.0,9.0,0.1111,44.0,61.0,0.7213,0.48,2.21,2.26,4.47,1.09,0.6,0.47,0.6,1.86,4.63,65.0
TOR,Yuta Watanabe,F,33,55.0,128.0,0.4297,28.0,70.0,0.4,20.0,35.0,0.5714,0.54,0.61,2.06,2.67,0.64,0.27,0.52,0.58,1.09,4.79,-43.0
TOR,Svi Mykhailiuk,G,56,106.0,262.0,0.4046,45.0,143.0,0.3147,34.0,40.0,0.85,0.49,0.41,1.5,1.91,0.96,0.5,0.11,0.62,1.02,5.2,-80.0
DEN,Davon Reed,F,41,65.0,133.0,0.4887,34.0,76.0,0.4474,11.0,14.0,0.7857,0.62,0.27,1.95,2.22,1.02,0.51,0.15,0.24,1.32,4.27,31.0
DEN,Jeff Green,F,67,246.0,479.0,0.5136,48.0,155.0,0.3097,151.0,183.0,0.8251,0.56,0.58,2.46,3.04,1.24,0.34,0.4,1.03,2.06,10.31,-5.0
DEN,Nikola Jokic,C,64,623.0,1088.0,0.5726,94.0,266.0,0.3534,299.0,370.0,0.8081,0.62,2.75,10.88,13.62,7.95,1.33,0.84,3.64,2.59,25.61,403.0
DEN,Will Barton,G,60,337.0,763.0,0.4417,129.0,359.0,0.3593,84.0,106.0,0.7925,0.53,0.62,4.3,4.92,3.8,0.8,0.5,1.77,1.6,14.78,50.0
DEN,Monte Morris,G,66,332.0,685.0,0.4847,107.0,276.0,0.3877,59.0,74.0,0.7973,0.56,0.32,2.59,2.91,4.21,0.71,0.18,1.05,1.09,12.58,286.0
DEN,Austin Rivers,G,58,126.0,309.0,0.4078,67.0,202.0,0.3317,27.0,42.0,0.6429,0.52,0.33,1.36,1.69,1.28,0.78,0.09,0.86,1.67,5.97,67.0
DEN,Bones Hyland,G,60,191.0,490.0,0.3898,110.0,304.0,0.3618,75.0,88.0,0.8523,0.5,0.18,2.6,2.78,2.45,0.57,0.25,1.25,2.25,9.45,-10.0
DEN,JaMychal Green,F,58,142.0,302.0,0.4702,32.0,125.0,0.256,78.0,87.0,0.8966,0.52,1.17,3.1,4.28,0.86,0.67,0.43,0.97,2.34,6.79,-73.0
SAS/DEN,Bryn Forbes,G,70,239.0,548.0,0.4361,123.0,290.0,0.4241,74.0,83.0,0.8916,0.55,0.13,1.23,1.36,1.01,0.34,0.07,0.81,1.29,9.64,28.0
MIL/DEN,DeMarcus Cousins,C,34,102.0,233.0,0.4378,25.0,84.0,0.2976,74.0,98.0,0.7551,0.49,1.53,4.47,6.0,1.35,0.94,0.47,1.76,2.91,8.91,70.0
DEN,Markus Howard,,31,42.0,112.0,0.375,34.0,84.0,0.4048,13.0,15.0,0.8667,0.53,0.03,0.39,0.42,0.29,0.32,0.0,0.26,0.48,4.23,12.0
DEN,Facundo Campazzo,G,66,110.0,312.0,0.3526,60.0,207.0,0.2899,66.0,85.0,0.7765,0.45,0.35,1.59,1.94,3.47,1.03,0.36,1.06,1.98,5.24,-239.0
SAC,Harrison Barnes,F,68,357.0,750.0,0.476,138.0,329.0,0.4195,316.0,380.0,0.8316,0.57,1.1,4.68,5.78,2.47,0.74,0.16,1.53,1.29,17.18,-260.0
DET/SAC,Trey Lyles,F,66,220.0,472.0,0.4661,56.0,181.0,0.3094,157.0,200.0,0.785,0.53,1.17,3.52,4.68,1.08,0.39,0.44,1.05,1.62,9.89,-223.0
SAC,Damian Jones,C,48,113.0,179.0,0.6313,5.0,19.0,0.2632,59.0,82.0,0.7195,0.65,1.21,2.5,3.71,1.1,0.38,0.67,0.92,2.15,6.04,-120.0
IND/SAC,Justin Holiday,G,64,235.0,587.0,0.4003,155.0,423.0,0.3664,42.0,50.0,0.84,0.53,0.39,2.22,2.61,1.72,0.73,0.42,0.95,2.11,10.42,-102.0
SAC,De'Aaron Fox,G,61,515.0,1097.0,0.4695,73.0,250.0,0.292,267.0,354.0,0.7542,0.5,0.43,3.48,3.9,5.48,1.13,0.41,2.69,2.89,22.46,-159.0
SAC,Richaun Holmes,C,47,209.0,323.0,0.6471,2.0,5.0,0.4,78.0,102.0,0.7647,0.65,2.13,5.06,7.19,1.13,0.43,0.89,1.23,2.77,10.6,-126.0
MIL/SAC,Donte DiVincenzo,,29,68.0,206.0,0.3301,41.0,135.0,0.3037,40.0,46.0,0.8696,0.43,0.97,2.72,3.69,2.28,0.93,0.17,1.45,1.59,7.48,-85.0
SAC,Chimezie Metu,F,51,160.0,361.0,0.4432,45.0,158.0,0.2848,55.0,71.0,0.7746,0.51,0.61,4.78,5.39,1.04,0.76,0.49,0.96,1.35,8.24,-125.0
SAC,Davion Mitchell,G,66,273.0,667.0,0.4093,91.0,280.0,0.325,28.0,51.0,0.549,0.48,0.48,1.67,2.15,3.3,0.74,0.3,1.23,1.88,10.08,-114.0
IND/SAC,Jeremy Lamb,F,49,118.0,310.0,0.3806,49.0,155.0,0.3161,89.0,104.0,0.8558,0.46,0.39,2.35,2.73,1.41,0.53,0.45,0.61,1.14,7.63,41.0
SAC,Maurice Harkless,F,48,91.0,197.0,0.4619,35.0,110.0,0.3182,20.0,30.0,0.6667,0.55,0.27,2.21,2.48,0.52,0.69,0.54,0.69,1.73,4.94,-68.0
UTA,Bojan Bogdanovic,F,66,403.0,880.0,0.458,174.0,447.0,0.3893,208.0,238.0,0.8739,0.56,0.86,3.35,4.21,1.7,0.47,0.02,1.73,1.56,18.0,280.0
UTA,Royce O'Neale,F,67,186.0,378.0,0.4921,102.0,254.0,0.4016,40.0,51.0,0.7843,0.63,0.84,4.07,4.91,2.46,1.21,0.45,0.91,2.33,7.67,262.0
UTA,Hassan Whiteside,C,58,194.0,302.0,0.6424,0.0,0.0,,90.0,146.0,0.6164,0.64,2.52,5.31,7.83,0.34,0.36,1.47,0.88,2.95,8.24,226.0
UTA,Donovan Mitchell,G,58,521.0,1158.0,0.4499,191.0,548.0,0.3485,207.0,247.0,0.8381,0.53,0.81,3.16,3.97,5.31,1.59,0.26,2.95,2.48,24.83,362.0
