TEAM_ABBREVIATION,PLAYER_NAME,START_POSITION,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
TOR/ORL,Freddie Gillespie,F,14,11.0,28.0,0.3929,0.0,1.0,0.0,4.0,9.0,0.4444,0.39,1.21,2.36,3.57,0.43,0.21,0.79,0.57,1.93,1.86,-29.0
GSW,Draymond Green,F,38,118.0,223.0,0.5291,15.0,50.0,0.3,44.0,73.0,0.6027,0.56,1.08,6.13,7.21,6.97,1.37,1.16,3.05,2.68,7.76,226.0
MEM,Dillon Brooks,F,21,145.0,340.0,0.4265,33.0,101.0,0.3267,64.0,72.0,0.8889,0.48,0.81,2.48,3.29,2.71,1.29,0.19,1.76,3.29,18.43,108.0
ORL/MEM,Jon Teske,,5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,2.0,0.0,0.62,0.4,0.8,1.2,0.4,0.2,0.2,0.0,0.4,1.0,-9.0
MEM,DaQuan Jeffries,,3,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.0,0.67,0.67,0.33,0.0,0.0,0.0,0.33,0.67,-3.0
ORL/GSW/MIL,Jeff Dowtin,,8,10.0,24.0,0.4167,0.0,5.0,0.0,0.0,0.0,,0.42,0.38,0.75,1.12,0.88,0.0,0.12,0.12,0.25,2.5,16.0
GSW/CHI,Jordan Bell,,5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.1,0.8,0.6,1.4,0.6,0.6,0.4,1.6,0.8,2.4,7.0
OKC,Paul Watson,F,11,12.0,40.0,0.3,6.0,30.0,0.2,1.0,2.0,0.5,0.38,0.27,2.45,2.73,0.91,0.36,0.27,0.36,1.18,2.82,-51.0
MIL/SAC/DET,Justin Robinson,,30,40.0,122.0,0.3279,23.0,75.0,0.3067,6.0,10.0,0.6,0.42,0.17,0.83,1.0,1.37,0.37,0.03,0.7,1.07,3.63,-143.0
PHX,Paris Bass,,2,2.0,6.0,0.3333,0.0,2.0,0.0,2.0,2.0,1.0,0.33,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,2.0
MIA/DET,Micah Potter,,6,17.0,38.0,0.4474,3.0,9.0,0.3333,6.0,6.0,1.0,0.49,2.17,5.0,7.17,0.5,0.33,0.33,0.83,1.5,7.17,-46.0
WAS,Craig Sword,,3,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,,0.75,0.0,0.0,0.0,0.33,1.33,0.0,0.33,2.33,2.0,1.0
CLE/IND,Justin Anderson,,6,6.0,19.0,0.3158,3.0,15.0,0.2,6.0,7.0,0.8571,0.39,0.33,1.33,1.67,1.5,0.33,0.17,0.5,1.5,3.5,43.0
IND,Ahmad Caver,,1,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
IND,Nate Hinton,,5,1.0,5.0,0.2,1.0,3.0,0.3333,0.0,1.0,0.0,0.3,0.0,1.2,1.2,0.2,0.2,0.0,0.8,0.4,0.6,5.0
DEN,Rayjon Tucker,,3,1.0,2.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,0.75,0.33,1.0,1.33,1.33,0.33,0.0,0.0,1.0,2.0,3.0
DEN,Bol Bol,F,19,25.0,54.0,0.463,2.0,12.0,0.1667,11.0,16.0,0.6875,0.48,0.42,2.16,2.58,0.37,0.05,0.84,0.95,0.53,3.32,-6.0
POR,Larry Nance Jr.,F,40,105.0,206.0,0.5097,19.0,66.0,0.2879,33.0,51.0,0.6471,0.56,1.45,4.03,5.47,1.9,1.02,0.33,0.75,1.73,6.55,-70.0
MEM,Xavier Sneed,,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0
ORL,Hassani Gravett,G,11,23.0,46.0,0.5,14.0,29.0,0.4828,5.0,6.0,0.8333,0.65,0.09,2.18,2.27,1.91,0.64,0.09,0.91,1.27,5.91,-10.0
DEN,Vlatko Cancar,F,19,34.0,63.0,0.5397,13.0,25.0,0.52,11.0,14.0,0.7857,0.64,0.42,1.11,1.53,0.95,0.21,0.21,0.58,0.89,4.84,1.0
DEN,Petr Cornelie,,15,7.0,19.0,0.3684,2.0,9.0,0.2222,4.0,6.0,0.6667,0.42,0.6,0.6,1.2,0.27,0.07,0.13,0.33,0.6,1.33,2.0
DAL/DEN,Carlik Jones,,9,11.0,32.0,0.3438,1.0,4.0,0.25,6.0,6.0,1.0,0.36,0.22,1.22,1.44,1.44,0.78,0.11,1.0,0.22,3.22,-13.0
CHI/TOR,Daniel Oturu,,5,5.0,9.0,0.5556,0.0,1.0,0.0,3.0,5.0,0.6,0.56,0.8,1.0,1.8,0.0,0.0,0.6,0.2,0.2,2.6,-24.0
BOS,Jabari Parker,F,15,26.0,58.0,0.4483,11.0,22.0,0.5,11.0,11.0,1.0,0.54,0.33,1.8,2.13,0.67,0.53,0.13,0.67,1.33,4.93,-7.0
PHX,MJ Walker,,2,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,-3.0
SAC/PHX,Emanuel Terry,,4,1.0,6.0,0.1667,0.0,0.0,,0.0,0.0,,0.17,2.0,1.75,3.75,0.5,0.25,0.0,1.25,1.0,0.5,-22.0
OKC,Rob Edwards,,3,3.0,7.0,0.4286,3.0,7.0,0.4286,0.0,0.0,,0.64,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,3.0,-16.0
MIL,Javin DeLaurier,,5,2.0,6.0,0.3333,0.0,2.0,0.0,2.0,6.0,0.3333,0.33,0.8,1.2,2.0,0.0,0.6,0.0,0.4,1.8,1.2,5.0
DET,Derrick Walton Jr.,G,3,6.0,26.0,0.2308,3.0,13.0,0.2308,4.0,4.0,1.0,0.29,0.67,2.67,3.33,7.0,2.33,1.33,3.67,2.67,6.33,-3.0
DET,Jaysean Paige,,1,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,-10.0
DET,Deividas Sirvydis,,3,1.0,10.0,0.1,1.0,7.0,0.1429,0.0,0.0,,0.15,0.0,2.0,2.0,0.33,1.0,0.33,0.0,1.33,1.0,-28.0
MIL/TOR/WAS,Tremont Waters,G,8,13.0,28.0,0.4643,7.0,16.0,0.4375,0.0,0.0,,0.59,0.0,1.0,1.0,2.12,1.12,0.0,1.75,1.12,4.12,-25.0
LAC/DAL,George King,,7,4.0,12.0,0.3333,3.0,10.0,0.3,2.0,3.0,0.6667,0.46,0.0,1.14,1.14,0.29,0.0,0.0,0.29,0.86,1.86,-18.0
CHA/ATL,Wes Iwundu,F,7,9.0,29.0,0.3103,3.0,7.0,0.4286,4.0,6.0,0.6667,0.36,0.43,2.43,2.86,0.43,0.29,0.14,0.43,1.43,3.57,-23.0
LAL/ATL,Chaundee Brown Jr.,F,10,24.0,62.0,0.3871,11.0,29.0,0.3793,10.0,13.0,0.7692,0.48,0.5,1.8,2.3,0.5,0.4,0.0,0.5,1.0,6.9,-29.0
LAL/ATL,Cameron Oliver,,7,14.0,26.0,0.5385,2.0,9.0,0.2222,5.0,10.0,0.5,0.58,0.57,1.14,1.71,1.14,0.57,0.14,0.14,1.57,5.0,-25.0
MEM,Tyrell Terry,,2,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-2.0
UTA,Miye Oni,F,20,7.0,26.0,0.2692,5.0,23.0,0.2174,2.0,5.0,0.4,0.37,0.2,0.65,0.85,0.7,0.0,0.05,0.1,0.65,1.05,-67.0
POR,Damian Lillard,G,31,233.0,571.0,0.4081,98.0,297.0,0.33,162.0,185.0,0.8757,0.49,0.45,3.61,4.06,6.97,0.55,0.35,2.84,1.23,23.42,-60.0
POR,Cameron McGriff,,3,5.0,14.0,0.3571,2.0,6.0,0.3333,2.0,2.0,1.0,0.43,2.0,3.0,5.0,1.0,0.0,0.33,0.0,2.33,4.67,8.0
POR,Jarron Cumberland,,3,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.33,0.67,1.0,0.33,0.0,0.0,0.0,0.67,0.67,9.0
CLE,Malik Newman,,1,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
CLE,Tacko Fall,C,14,11.0,21.0,0.5238,0.0,0.0,,5.0,14.0,0.3571,0.52,0.71,1.5,2.21,0.14,0.14,0.57,0.36,0.43,1.93,10.0
IND/WAS,Brad Wanamaker,G,26,32.0,87.0,0.3678,5.0,19.0,0.2632,24.0,27.0,0.8889,0.4,0.23,1.54,1.77,2.46,0.35,0.27,1.04,2.0,3.58,-69.0
WAS,Jordan Schakel,,4,0.0,7.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,0.0,0.5,0.75,1.25,0.0,0.5,0.0,0.25,0.25,1.25,-2.0
WAS,Jaime Echenique,,3,1.0,4.0,0.25,0.0,0.0,,2.0,4.0,0.5,0.25,0.33,0.33,0.67,0.0,0.0,0.0,0.33,0.67,1.33,-13.0
WAS,Jordan Goodwin,,5,6.0,14.0,0.4286,1.0,6.0,0.1667,0.0,0.0,,0.46,0.2,0.4,0.6,0.0,0.0,0.0,0.2,1.0,2.6,-24.0
LAL/WAS,Joel Ayayi,,12,2.0,16.0,0.125,0.0,5.0,0.0,0.0,0.0,,0.12,0.17,0.67,0.83,0.58,0.17,0.0,0.17,0.33,0.33,-14.0
DET,Cheick Diallo,,3,3.0,8.0,0.375,0.0,0.0,,5.0,6.0,0.8333,0.38,1.33,2.67,4.0,0.0,0.33,0.0,0.33,2.0,3.67,-33.0
DET,Trayvon Palmer,,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-12.0
ATL,Cat Barber,,3,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.33,0.67,1.0,1.0,0.0,0.0,0.33,0.33,0.0,11.0
LAL/CHI,Mac McClung,,4,2.0,8.0,0.25,1.0,3.0,0.3333,1.0,2.0,0.5,0.31,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,1.5,-27.0
LAL,Darren Collison,,3,2.0,7.0,0.2857,0.0,3.0,0.0,0.0,0.0,,0.29,0.0,1.33,1.33,0.67,0.33,0.0,0.33,1.67,1.33,-14.0
MEM,Shaq Buchanan,,3,4.0,14.0,0.2857,0.0,5.0,0.0,1.0,2.0,0.5,0.29,0.67,1.33,2.0,1.0,0.33,0.0,1.0,1.0,3.0,-4.0
OKC,Scotty Hopson,,1,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,-6.0
OKC,Jaylen Hoard,,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
PHX,Chandler Hutchison,,10,6.0,12.0,0.5,2.0,4.0,0.5,6.0,8.0,0.75,0.58,0.1,1.0,1.1,0.6,0.2,0.0,0.8,0.5,2.0,19.0
MIA,KZ Okpala,F,25,37.0,94.0,0.3936,12.0,36.0,0.3333,11.0,17.0,0.6471,0.46,0.84,1.52,2.36,0.64,0.32,0.32,0.44,1.32,3.88,-7.0
MIA,Marcus Garrett,,15,8.0,26.0,0.3077,2.0,5.0,0.4,2.0,5.0,0.4,0.35,0.67,1.2,1.87,0.87,0.4,0.2,0.33,1.13,1.33,45.0
CLE,Ricky Rubio,G,39,166.0,451.0,0.3681,61.0,185.0,0.3297,97.0,113.0,0.8584,0.44,0.44,3.41,3.85,6.44,1.36,0.18,2.56,2.21,12.56,180.0
NOP,Jared Harper,,2,3.0,7.0,0.4286,1.0,2.0,0.5,0.0,0.0,,0.5,0.5,0.0,0.5,1.5,0.0,0.5,0.5,1.0,3.5,0.0
OKC,Gabriel Deck,,10,15.0,24.0,0.625,4.0,7.0,0.5714,2.0,4.0,0.5,0.71,0.5,1.9,2.4,0.7,0.2,0.0,0.4,0.5,3.6,-15.0
DAL,Brandon Knight,,3,9.0,20.0,0.45,4.0,13.0,0.3077,8.0,8.0,1.0,0.55,0.0,2.33,2.33,2.67,0.33,0.0,1.33,1.67,10.0,6.0
PHI/BKN,Shaquille Harrison,,6,11.0,28.0,0.3929,0.0,5.0,0.0,4.0,11.0,0.3636,0.39,0.33,2.0,2.33,1.67,2.0,0.5,1.83,2.0,4.33,11.0
ORL,Aleem Ford,,5,6.0,20.0,0.3,2.0,15.0,0.1333,0.0,0.0,,0.35,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8,-35.0
BOS/TOR,Juwan Morgan,,2,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.5,1.5,1.0,2.5,0.5,0.0,0.0,0.0,1.5,2.5,-30.0
CLE,Trevon Scott,,2,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,4.0
PHI,Jaden Springer,,6,6.0,19.0,0.3158,0.0,2.0,0.0,0.0,0.0,,0.32,0.33,1.33,1.67,0.67,0.17,0.33,1.17,0.5,2.0,-20.0
SAC,Emmanuel Mudiay,,2,0.0,2.0,0.0,0.0,0.0,,3.0,4.0,0.75,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,-7.0
NYK,Matt Mooney,,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-5.0
NYK,Tyler Hall,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
ORL,BJ Johnson,,4,11.0,25.0,0.44,4.0,10.0,0.4,0.0,0.0,,0.52,1.5,2.25,3.75,0.0,0.0,0.25,0.0,1.0,6.5,-12.0
NYK,Damyean Dotson,,2,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,3.0
LAL,Jemerrio Jones,,2,2.0,3.0,0.6667,0.0,0.0,,0.0,0.0,,0.67,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0,2.0,-13.0
LAL,Mason Jones,,2,2.0,8.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.5,-4.0
WAS/LAL,Jay Huff,,6,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.17,0.83,1.0,0.17,0.17,0.33,0.17,0.33,0.0,6.0
BOS,CJ Miles,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0
BOS,Joe Johnson,,1,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0
LAC,Paul George,F,28,240.0,574.0,0.4181,72.0,227.0,0.3172,104.0,118.0,0.8814,0.48,0.39,6.43,6.82,5.29,1.93,0.36,4.0,2.39,23.43,8.0
LAC,Moses Wright,,5,7.0,13.0,0.5385,1.0,4.0,0.25,0.0,4.0,0.0,0.58,1.0,1.2,2.2,0.6,0.2,0.6,0.6,1.0,3.0,-8.0
SAC,Ade Murkey,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
NYK,Wayne Selden,,3,1.0,4.0,0.25,1.0,2.0,0.5,2.0,4.0,0.5,0.38,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,1.67,-13.0
DAL,JaQuori McLaughlin,,8,3.0,14.0,0.2143,2.0,11.0,0.1818,3.0,4.0,0.75,0.29,0.12,0.88,1.0,0.62,0.12,0.12,0.38,0.5,1.38,-16.0
GSW/ORL,Mychal Mulder,G,19,28.0,89.0,0.3146,20.0,66.0,0.303,2.0,2.0,1.0,0.43,0.11,1.0,1.11,0.32,0.32,0.11,0.47,0.74,4.11,-39.0
NYK,Derrick Rose,G,30,145.0,320.0,0.4531,45.0,106.0,0.4245,41.0,42.0,0.9762,0.52,0.77,2.27,3.03,4.17,0.9,0.4,1.43,0.6,12.53,152.0
CHA,Scottie Lewis,,4,1.0,2.0,0.5,0.0,0.0,,5.0,6.0,0.8333,0.5,0.0,0.5,0.5,0.75,1.0,0.5,0.5,0.25,1.75,-21.0
CHA,Arnoldas Kulboka,,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0
NOP,Kira Lewis Jr.,,28,72.0,179.0,0.4022,16.0,67.0,0.2388,11.0,13.0,0.8462,0.45,0.39,1.61,2.0,2.18,0.46,0.04,1.04,0.71,6.11,-101.0
ATL,Solomon Hill,F,16,5.0,29.0,0.1724,3.0,18.0,0.1667,2.0,2.0,1.0,0.22,0.62,1.44,2.06,1.19,0.25,0.25,0.12,1.12,0.94,36.0
TOR,David Johnson,,5,3.0,10.0,0.3,1.0,6.0,0.1667,0.0,0.0,,0.35,0.2,0.8,1.0,0.6,0.2,0.0,0.8,0.4,1.4,-11.0
DAL,Eugene Omoruyi,,8,14.0,31.0,0.4516,3.0,9.0,0.3333,7.0,10.0,0.7,0.5,1.38,2.0,3.38,1.38,0.5,0.12,0.75,1.75,4.75,16.0
IND,T.J. McConnell,G,28,98.0,204.0,0.4804,10.0,33.0,0.303,14.0,17.0,0.8235,0.5,0.96,2.46,3.43,4.82,1.21,0.36,1.25,1.71,7.86,-69.0
MIL,Georgios Kalaitzakis,G,14,9.0,29.0,0.3103,2.0,9.0,0.2222,8.0,13.0,0.6154,0.34,0.36,1.0,1.36,0.36,0.21,0.14,0.5,0.93,2.0,-58.0
DEN,P.J. Dozier,G,22,52.0,131.0,0.3969,21.0,65.0,0.3231,17.0,20.0,0.85,0.48,0.64,2.59,3.23,1.59,0.77,0.36,0.64,1.68,6.45,-75.0
PHX,Abdel Nader,,18,26.0,61.0,0.4262,7.0,21.0,0.3333,13.0,17.0,0.7647,0.48,0.28,1.89,2.17,0.56,0.72,0.28,0.78,1.44,4.0,32.0
MEM,Sam Merrill,G,9,21.0,45.0,0.4667,17.0,40.0,0.425,2.0,4.0,0.5,0.66,0.11,0.78,0.89,1.0,0.22,0.11,0.67,0.67,6.78,-13.0
BOS,Enes Kanter,,8,10.0,26.0,0.3846,0.0,0.0,,3.0,3.0,1.0,0.38,2.0,2.12,4.12,0.38,0.0,0.0,0.62,1.0,2.88,-13.0
PHX,Frank Kaminsky,,13,45.0,88.0,0.5114,7.0,24.0,0.2917,21.0,24.0,0.875,0.55,0.92,3.62,4.54,1.69,0.77,0.54,0.54,1.31,9.08,44.0
BKN,Joe Harris,G,17,70.0,146.0,0.4795,54.0,108.0,0.5,5.0,6.0,0.8333,0.66,0.35,3.41,3.76,1.12,0.41,0.12,1.12,2.06,11.71,28.0
BKN/LAL,Sekou Doumbouya,,3,8.0,11.0,0.7273,1.0,2.0,0.5,8.0,9.0,0.8889,0.77,0.67,2.67,3.33,0.33,1.33,0.67,1.0,0.67,8.33,42.0
CLE,Collin Sexton,G,14,82.0,192.0,0.4271,17.0,60.0,0.2833,38.0,53.0,0.717,0.47,1.0,2.07,3.07,2.07,0.93,0.0,3.29,1.86,15.64,-73.0
DEN,Michael Porter Jr.,F,12,58.0,146.0,0.3973,19.0,68.0,0.2794,8.0,13.0,0.6154,0.46,1.0,5.33,6.33,2.0,0.83,0.17,1.42,1.92,11.92,73.0
NOP,Didi Louzada,,6,2.0,10.0,0.2,2.0,8.0,0.25,0.0,0.0,,0.3,0.33,0.83,1.17,0.5,0.17,0.0,0.17,0.33,1.0,13.0
IND,DeJon Jarreau,,4,3.0,9.0,0.3333,1.0,1.0,1.0,1.0,2.0,0.5,0.39,0.25,0.75,1.0,1.0,0.0,0.0,0.5,0.25,2.0,2.0
CHI,Patrick Williams,F,6,15.0,29.0,0.5172,5.0,9.0,0.5556,4.0,4.0,1.0,0.6,0.33,2.0,2.33,0.83,0.83,0.5,0.33,1.83,6.5,15.0
TOR,Sam Dekker,,5,9.0,16.0,0.5625,5.0,8.0,0.625,0.0,1.0,0.0,0.72,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.2,4.6,7.0
MIL,Brook Lopez,C,5,20.0,46.0,0.4348,6.0,17.0,0.3529,3.0,4.0,0.75,0.5,1.2,3.4,4.6,0.2,0.6,2.8,0.8,2.2,9.8,15.0
CLE,Mitch Ballock,,1,4.0,6.0,0.6667,3.0,5.0,0.6,1.0,1.0,1.0,0.92,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,12.0,4.0
CLE,Justin James,,1,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,0.4,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0
DAL,Feron Hunt,,4,10.0,14.0,0.7143,1.0,2.0,0.5,0.0,2.0,0.0,0.75,0.5,1.25,1.75,0.5,1.0,0.25,0.25,1.25,5.25,-12.0
GSW,L.J. Figueroa,,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-6.0
MIA,DJ Stewart,,4,7.0,11.0,0.6364,2.0,3.0,0.6667,1.0,2.0,0.5,0.73,0.75,1.5,2.25,0.25,0.0,0.25,0.75,1.25,4.25,-9.0
MIA,Dru Smith,,3,5.0,11.0,0.4545,1.0,5.0,0.2,4.0,4.0,1.0,0.5,0.33,1.33,1.67,2.0,1.0,0.67,1.33,2.67,5.0,-16.0
ATL,Johnny Hamilton,,4,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,0.0,0.4,0.5,1.75,2.25,0.0,0.0,0.25,0.0,0.75,1.0,-3.0
DEN,Tarik Black,,1,1.0,2.0,0.5,0.0,0.0,,4.0,4.0,1.0,0.5,3.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,6.0,13.0
POR,Quinn Cook,,2,3.0,7.0,0.4286,1.0,2.0,0.5,0.0,0.0,,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.5,3.5,-2.0
POR,Patrick Patterson,,2,3.0,11.0,0.2727,1.0,7.0,0.1429,0.0,0.0,,0.32,1.5,2.5,4.0,0.0,0.0,0.0,1.0,1.0,3.5,-6.0
PHX,Chasson Randle,,4,7.0,16.0,0.4375,3.0,8.0,0.375,3.0,5.0,0.6,0.53,0.0,0.75,0.75,1.25,0.5,0.0,1.0,1.25,5.0,7.0
CHA,Jalen Crutcher,,1,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.38,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,-18.0
MEM,Romeo Weems,,2,2.0,6.0,0.3333,0.0,3.0,0.0,0.0,0.0,,0.33,0.5,1.5,2.0,0.5,0.5,0.5,0.5,1.0,2.0,-11.0
ORL,E'Twaun Moore,G,4,10.0,22.0,0.4545,4.0,8.0,0.5,2.0,2.0,1.0,0.55,1.0,1.75,2.75,1.0,0.5,0.0,1.0,1.25,6.5,-1.0
NYK,Aamir Simms,,2,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.5,1.5,1.0,2.5,1.0,0.0,0.0,0.0,1.0,2.0,6.0
MIL,Elijah Bryant,,4,16.0,30.0,0.5333,7.0,12.0,0.5833,4.0,5.0,0.8,0.65,1.0,2.25,3.25,1.0,0.75,0.25,1.25,2.0,10.75,0.0
UTA,MaCio Teague,,4,7.0,23.0,0.3043,0.0,6.0,0.0,0.0,0.0,,0.3,0.25,0.5,0.75,1.0,0.5,0.0,0.0,1.0,3.5,-14.0
UTA,Derrick Alston Jr.,,4,1.0,3.0,0.3333,0.0,2.0,0.0,0.0,0.0,,0.33,0.0,0.5,0.5,0.25,0.25,0.0,0.0,0.0,0.5,-3.0
HOU,Dante Exum,,3,2.0,3.0,0.6667,0.0,1.0,0.0,3.0,5.0,0.6,0.67,0.33,1.67,2.0,2.67,0.33,0.33,1.0,1.0,2.33,10.0
HOU,Tyler Bey,,1,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
NOP,Daulton Hommes,,3,3.0,7.0,0.4286,2.0,5.0,0.4,0.0,0.0,,0.57,0.33,1.0,1.33,0.33,0.0,0.33,0.0,0.0,2.67,10.0
SAC,Matt Coleman III,,3,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.33,0.33,0.67,0.0,0.0,0.33,0.67,0.0,-23.0
SAC,DJ Steward,,1,1.0,3.0,0.3333,0.0,1.0,0.0,0.0,0.0,,0.33,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-3.0
MIN,Isaiah Miller,,2,1.0,4.0,0.25,1.0,1.0,1.0,0.0,2.0,0.0,0.38,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.5,1.0
MIN,Brian Bowen II,,2,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5,-1.0
LAC,Harry Giles III,C,4,9.0,22.0,0.4091,0.0,2.0,0.0,7.0,8.0,0.875,0.41,2.0,5.5,7.5,1.5,0.25,0.25,1.0,1.5,6.25,-38.0
SAS,Luka Samanic,F,4,10.0,19.0,0.5263,2.0,4.0,0.5,1.0,2.0,0.5,0.58,0.5,1.5,2.0,0.5,0.0,0.25,0.5,1.0,5.75,-17.0
LAL,Kendrick Nunn,G,4,14.0,38.0,0.3684,5.0,18.0,0.2778,2.0,2.0,1.0,0.43,0.75,3.0,3.75,1.25,0.0,0.25,1.5,0.75,8.75,-31.0
ATL,Jahlil Okafor,,2,2.0,3.0,0.6667,0.0,0.0,,2.0,2.0,1.0,0.67,0.5,1.5,2.0,1.5,0.5,0.5,0.5,2.0,3.0,0.0
CLE,Mfiondu Kabengele,,1,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
MIL,Johnny O'Bryant III,,2,3.0,6.0,0.5,2.0,3.0,0.6667,0.0,0.0,,0.67,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,4.0,0.0
CHI,Ethan Thompson,,2,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,-11.0
SAS,Al-Farouq Aminu,,1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,7.0
UTA,Marques Bolden,,2,2.0,3.0,0.6667,0.0,0.0,,0.0,0.0,,0.67,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,2.0,-15.0
MEM,Kris Dunn,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
PHI,Grant Riller,,1,3.0,5.0,0.6,0.0,1.0,0.0,1.0,2.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,10.0
ATL,A.J. Lawson,,1,2.0,3.0,0.6667,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,-6.0
